mRNA	microRNA	lncRNA		R_high	pValue	R_low	pValue		pValue Condition	SCC Condition
FAM160B2	hsa-miR-98-5p	NEAT1		-0.130702973048069	0.318655257625362	-0.305418171714365	0.0179855037107331		p(R_high) > 0.05)	No (R_low > -0.4)
JUNB	hsa-miR-98-5p	NEAT1		-0.110141706029453	0.401173754745341	-0.0663517643789942	0.6136084319165		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
KIAA0895L	hsa-let-7a-5p	NEAT1		-0.185607113086969	0.15533409827693	-0.292914698527369	0.0234776383788749		p(R_high) > 0.05)	No (R_low > -0.4)
KIAA0895L	hsa-let-7e-5p	NEAT1		0.0491247568769103	0.708672498455912	-0.187385384829119	0.151361104908715		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
KIAA0895L	hsa-let-7f-5p	NEAT1		-0.0565156988052237	0.667232559939482	-0.329702695193109	0.0103996916980983		p(R_high) > 0.05)	No (R_low > -0.4)
KIFC2	hsa-let-7a-5p	NEAT1		-0.46146151708808	0.000241802299743622	-0.348096693525979	0.00668111035546696		Satisfied	No (R_low > -0.4)
KIFC2	hsa-let-7b-5p	NEAT1		-0.328591275354265	0.0106732334579882	-0.308085579327591	0.016968645974662		Satisfied	No (R_low > -0.4)
KIFC2	hsa-let-7e-5p	NEAT1		-0.291858849680467	0.0240006055643362	-0.382661850514032	0.00271772745374289		Satisfied	No (R_low > -0.4)
KIFC2	hsa-let-7f-5p	NEAT1		-0.419227563212003	0.000946221788216999	-0.315198666296193	0.0144951847951506		Satisfied	No (R_low > -0.4)
LOC100132215	hsa-let-7e-5p	NEAT1		-0.172770213948319	0.186342284978802	-0.246790775215338	0.0575331377378148		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
LOC100272228	hsa-let-7e-5p	NEAT1		-0.050680744651292	0.699872782190011	-0.50452903584329	5.02544707457474E-05		p(R_high) > 0.05)	Satisfied
LOC100272228	hsa-let-7f-5p	NEAT1		0.0581272575715477	0.658322275287791	-0.168880244512365	0.196568903975456		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
LOC150776	hsa-let-7a-5p	NEAT1		-0.476354542928591	0.000143521270895945	-0.396943595443179	0.00182371928378525		Satisfied	No (R_low > -0.4)
LOC150776	hsa-let-7e-5p	NEAT1		-0.161656015559878	0.216618103194784	-0.386273964990275	0.00246072054840907		p(R_high) > 0.05)	No (R_low > -0.4)
LOC150776	hsa-let-7f-5p	NEAT1		-0.256071130869686	0.048552606432621	-0.361656015559878	0.00474579835729796		Satisfied	No (R_low > -0.4)
MAPK11	hsa-miR-98-5p	NEAT1		-0.286079466518477	0.0270417213767806	-0.211617277281846	0.104559600899726		p(R_low) > 0.05)	No (R_low > -0.4)
MPP3	hsa-let-7a-5p	NEAT1		-0.489636010002779	8.84349979112984E-05	-0.108085579327591	0.410064196322036		p(R_low) > 0.05)	No (R_low > -0.4)
MPP3	hsa-let-7e-5p	NEAT1		-0.451569880522367	0.000337833874491055	-0.251458738538483	0.052860098065024		p(R_low) > 0.05)	No (R_low > -0.4)
MPP3	hsa-let-7f-5p	NEAT1		-0.463962211725479	0.000221865206305018	-0.121700472353432	0.35334344474866		p(R_low) > 0.05)	No (R_low > -0.4)
MZF1	hsa-let-7e-5p	NEAT1		-0.00766879688802445	0.953649605898693	-0.300916921367046	0.0198200695343083		p(R_high) > 0.05)	No (R_low > -0.4)
MZF1	hsa-miR-98-5p	NEAT1		-0.16398999722145	0.209988920911397	-0.132703528757988	0.311254395908623		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
NPEPL1	hsa-let-7e-5p	NEAT1		-0.143150875243123	0.274425319579049	-0.258127257571548	0.0467277209303556		p(R_high) > 0.05)	No (R_low > -0.4)
PLXNA2	hsa-miR-9-5p	NEAT1		-0.23651014170603	0.069015256749009	-0.477966101694915	0.000135463194660866		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
PNMA2	hsa-miR-425-5p	NEAT1		-0.339483189774938	0.00824431280672855	-0.41561544873576	0.00105543229145382		Satisfied	No (|R_low|-|R_high| < -0.4)
PNMA2	hsa-miR-9-5p	NEAT1		-0.302861906085024	0.0190086056293109	-0.426674076132259	0.00075272768521169		Satisfied	No (|R_low|-|R_high| < -0.4)
PTPN13	hsa-miR-590-3p	NEAT1		-0.234787440955821	0.0711084495216324	-0.516087802167269	3.18713355306559E-05		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
SGK494	hsa-let-7a-5p	NEAT1		-0.360322311753265	0.0049111636298649	-0.270575159766602	0.0368491227257196		Satisfied	No (R_low > -0.4)
SGK494	hsa-let-7e-5p	NEAT1		-0.0830786329535982	0.527014970421849	-0.27479855515421	0.0339215610714569		p(R_high) > 0.05)	No (R_low > -0.4)
SGK494	hsa-let-7f-5p	NEAT1		-0.152264517921645	0.244780639582283	-0.274076132258961	0.0344080482538846		p(R_high) > 0.05)	No (R_low > -0.4)
CCDC59	hsa-miR-145-5p	MAPKAPK5-AS1		-0.329258127257572	0.0105083666416963	-0.310419560989164	0.016119820827516		Satisfied	No (R_low > -0.4)
CELF2	hsa-miR-106b-5p	MALAT1		-0.262295081967213	0.0432019184594305	-0.398055015282023	0.0017667438904645		Satisfied	No (R_low > -0.4)
CELF2	hsa-miR-20b-5p	MALAT1		-0.391330925257016	0.00213746057724044	-0.261128091136427	0.0441661888468469		Satisfied	No (R_low > -0.4)
CELF2	hsa-miR-425-5p	MALAT1		-0.346762989719367	0.00690462106323713	-0.342372881355932	0.00768747206503193		Satisfied	No (R_low > -0.4)
CELF2	hsa-miR-93-5p	MALAT1		-0.262183939983329	0.0432929962888392	-0.433175882189497	0.000613962189855379		Satisfied	No (|R_low|-|R_high| < -0.4)
CRY2	hsa-miR-106a-5p	MALAT1		-0.111030841900528	0.397364661274041	-0.477966101694915	0.000135463194660866		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
CRY2	hsa-miR-106b-5p	MALAT1		-0.195943317588219	0.133296189908686	-0.392831342039455	0.0020491691807803		p(R_high) > 0.05)	No (R_low > -0.4)
CRY2	hsa-miR-93-5p	MALAT1		-0.0894137260350097	0.495895863230236	-0.40150041678244	0.00160014913968725		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
DLC1	hsa-miR-106a-5p	MALAT1		-0.296193387051959	0.0219150017149152	-0.331703250903029	0.00992268245893387		Satisfied	No (R_low > -0.4)
DLC1	hsa-miR-106b-5p	MALAT1		-0.323589886079467	0.011983126711688	-0.30930814115032	0.0165193521868067		Satisfied	No (R_low > -0.4)
DLC1	hsa-miR-20b-5p	MALAT1		-0.275909974993054	0.0331843760022698	-0.491636565712698	8.20831820610198E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
DLC1	hsa-miR-93-5p	MALAT1		-0.386996387885524	0.0024120108411921	-0.416449013614893	0.00102926401430608		Satisfied	No (|R_low|-|R_high| < -0.4)
EPDR1	hsa-miR-363-3p	MALAT1		-0.254515143095304	0.0499722402281821	-0.500416782439567	5.88828637814732E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
FOLR1	hsa-miR-106b-5p	MALAT1		-0.203167546540706	0.119361435990374	-0.347818838566268	0.00672714279593449		p(R_high) > 0.05)	No (R_low > -0.4)
FOLR1	hsa-miR-93-5p	MALAT1		-0.175048624617949	0.180534394967269	-0.490080577938316	8.69854762183339E-05		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
GLS	hsa-miR-200c-3p	MALAT1		-0.354209502639622	0.00573614021433501	-0.263795498749653	0.0419878169822857		Satisfied	No (R_low > -0.4)
GPR133	hsa-miR-93-5p	MALAT1		-0.26373992775771	0.0420322737568414	-0.319088635732148	0.0132791394148779		Satisfied	No (R_low > -0.4)
HNF1B	hsa-miR-363-3p	MALAT1		-0.390275076410114	0.00220162145868614	-0.298860794665185	0.0207099326120666		Satisfied	No (R_low > -0.4)
LYST	hsa-miR-106b-5p	MALAT1		-0.330647402056127	0.0101720037473054	-0.288691303139761	0.0256292544694075		Satisfied	No (R_low > -0.4)
LYST	hsa-miR-17-5p	MALAT1		-0.250347318699639	0.0539435283175045	-0.283245345929425	0.0286483054976699		p(R_high) > 0.05)	No (R_low > -0.4)
NR3C2	hsa-miR-93-5p	MALAT1		-0.275632120033343	0.033367401345821	-0.429619338705196	0.000686678377364421		Satisfied	No (|R_low|-|R_high| < -0.4)
PER3	hsa-miR-141-3p	MALAT1		-0.346707418727424	0.00691407503478429	-0.355709919422062	0.00552306046856352		Satisfied	No (R_low > -0.4)
PNMA2	hsa-miR-425-5p	MALAT1		-0.265018060572381	0.041019588621611	-0.321811614337316	0.0124813831202602		Satisfied	No (R_low > -0.4)
PTPN13	hsa-miR-106b-5p	MALAT1		-0.243234231731036	0.0613149875614415	-0.255126424006669	0.0494105132345453		p(R_high) > 0.05)	No (R_low > -0.4)
PTPN13	hsa-miR-17-5p	MALAT1		-0.287135315365379	0.0264629928600385	-0.295137538205057	0.0224082515893854		Satisfied	No (R_low > -0.4)
PTPN13	hsa-miR-590-3p	MALAT1		-0.430953042511809	0.000658539443411932	-0.213003612114476	0.102221623079854		p(R_low) > 0.05)	No (R_low > -0.4)
RBPMS	hsa-miR-106b-5p	MALAT1		-0.217949430397333	0.0943617441025514	-0.422395109752709	0.000858990627049792		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
RBPMS	hsa-miR-93-5p	MALAT1		-0.410002778549597	0.00124788214602717	-0.252514587385385	0.0518474063461246		p(R_low) > 0.05)	No (R_low > -0.4)
SFRS14	hsa-miR-143-3p	MALAT1		-0.168713531536538	0.197016016310662	-0.641511530980828	8.14017952081038E-08		p(R_high) > 0.05)	Satisfied
SLC7A2	hsa-miR-224-5p	MALAT1		-0.364767991108641	0.00437898298814822	-0.376215615448736	0.00323657385541087		Satisfied	No (R_low > -0.4)
SNX30	hsa-miR-590-3p	MALAT1		-0.45768268963601	0.000275061608294022	-0.261572659071964	0.0437967699120496		Satisfied	No (R_low > -0.4)
SPRY4	hsa-miR-106b-5p	MALAT1		-0.286301750486246	0.0269190025055204	-0.422839677688247	0.000847349420029338		Satisfied	No (|R_low|-|R_high| < -0.4)
SS18L1	hsa-miR-143-3p	MALAT1		-0.27757710475132	0.0321038116804038	-0.48363434287302	0.000110315440687588		Satisfied	No (|R_low|-|R_high| < -0.4)
STXBP1	hsa-miR-590-3p	MALAT1		-0.443456515698805	0.000441384442346038	-0.197165879410948	0.130855042484084		p(R_low) > 0.05)	No (R_low > -0.4)
BHLHE41	hsa-miR-148b-3p	LINC00667		-0.345040288969158	0.00720303833715144	-0.299861072520145	0.0202728545504331		Satisfied	No (R_low > -0.4)
C18orf1	hsa-miR-130b-3p	LINC00667		-0.152931369824951	0.242701581215939	-0.423117532647958	0.00084014651164305		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
CD69	hsa-miR-130b-3p	LINC00667		-0.118755209780495	0.365181768087507	-0.331091969991664	0.010066368514885		p(R_high) > 0.05)	No (R_low > -0.4)
CLEC5A	hsa-miR-148b-3p	LINC00667		-0.458738538482912	0.000265370117008573	-0.247235343150875	0.0570740667124864		p(R_low) > 0.05)	No (R_low > -0.4)
CPA3	hsa-miR-130b-3p	LINC00667		-0.453681578216171	0.00031480305967877	-0.452959155320923	0.000322515143688412		Satisfied	No (R_high < -0.4)
CPA3	hsa-miR-301a-3p	LINC00667		-0.283745484856905	0.0283590777381686	-0.264073353709364	0.0417661174911818		Satisfied	No (R_low > -0.4)
DNM3	hsa-miR-148b-3p	LINC00667		-0.493748263406502	7.58377649105534E-05	-0.100527924423451	0.443714015225705		p(R_low) > 0.05)	No (R_low > -0.4)
GLS	hsa-miR-200c-3p	LINC00667		-0.39572103362045	0.00188829525185144	-0.104640177827174	0.425216355687349		p(R_low) > 0.05)	No (R_low > -0.4)
HIPK3	hsa-miR-130b-3p	LINC00667		-0.274520700194499	0.0341079853625642	-0.0816893581550431	0.533967608233428		p(R_low) > 0.05)	No (R_low > -0.4)
HIPK3	hsa-miR-19a-3p	LINC00667		-0.337704918032787	0.00860427694401779	-0.204223395387608	0.117422189051198		p(R_low) > 0.05)	No (R_low > -0.4)
HIPK3	hsa-miR-454-3p	LINC00667		-0.176549041400389	0.17678235430136	-0.190552931369825	0.144472923501937		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
IL6ST	hsa-miR-130b-3p	LINC00667		-0.468352320088914	0.000190473622463364	-0.178913294172506	0.171384584838122		p(R_low) > 0.05)	No (R_low > -0.4)
IL6ST	hsa-miR-19a-3p	LINC00667		-0.422117254792998	0.000866339828779031	-0.207393823218448	0.11183179167259		p(R_low) > 0.05)	No (R_low > -0.4)
IL6ST	hsa-miR-454-3p	LINC00667		-0.376048902472909	0.00325109094078816	-0.227899804131526	0.0798949147466797		p(R_low) > 0.05)	No (R_low > -0.4)
MACROD2	hsa-miR-130b-3p	LINC00667		-0.320533481522645	0.0128505103327332	-0.49647124201167	6.84325059581539E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
MAMDC2	hsa-miR-130b-3p	LINC00667		-0.541594887468741	1.1054238022581E-05	-0.571492081133648	2.89699528960367E-06		Satisfied	No (R_high < -0.4)
MAMDC2	hsa-miR-19a-3p	LINC00667		-0.27179772158933	0.0359807628474209	-0.296137816060017	0.0219407295987205		Satisfied	No (R_low > -0.4)
NAP1L2	hsa-miR-130b-3p	LINC00667		-0.284245623784385	0.0280723181221022	-0.40705751597666	0.0013610678091451		Satisfied	No (|R_low|-|R_high| < -0.4)
ARID3A	hsa-let-7a-5p	LINC00665		-0.40150041678244	0.00160014913968725	-0.498805223673243	6.26236443164206E-05		Satisfied	No (R_high < -0.4)
ARID3A	hsa-let-7b-5p	LINC00665		-0.606390664073354	5.30263830597507E-07	-0.374659627674354	0.00337434207494889		Satisfied	No (R_low > -0.4)
ARID3A	hsa-let-7c-5p	LINC00665		-0.452792442345096	0.000324319226227342	-0.529258127257572	1.86228997954775E-05		Satisfied	No (R_high < -0.4)
ARID3A	hsa-let-7f-5p	LINC00665		-0.286635176437899	0.026735807450408	-0.474076132258961	0.000155668057630061		Satisfied	No (|R_low|-|R_high| < -0.4)
ATAD2	hsa-let-7b-5p	LINC00665		-0.313198110586274	0.0151571981661408	-0.463517643789942	0.000225295458770319		Satisfied	No (|R_low|-|R_high| < -0.4)
AURKA	hsa-let-7b-5p	LINC00665		-0.335537649347041	0.00906152193558273	-0.492914698527369	7.82486319924341E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
AURKA	hsa-let-7c-5p	LINC00665		-0.2231731036399	0.0865841457946968	-0.465295915532092	0.000211859919374429		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
AURKB	hsa-let-7a-5p	LINC00665		-0.269241455959989	0.037816296831198	-0.350708530147263	0.00626177444590891		Satisfied	No (R_low > -0.4)
AURKB	hsa-let-7b-5p	LINC00665		-0.422561822728536	0.00085460828688626	-0.475354265073632	0.000148742355152792		Satisfied	No (R_high < -0.4)
AURKB	hsa-let-7c-5p	LINC00665		-0.094859683245346	0.469933915026343	-0.40705751597666	0.0013610678091451		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
C12orf48	hsa-let-7b-5p	LINC00665		-0.349263684356766	0.00649078714921594	-0.353598221728258	0.00582500990753919		Satisfied	No (R_low > -0.4)
C12orf48	hsa-let-7c-5p	LINC00665		-0.132814670741873	0.310846522748046	-0.355265351486524	0.0055854541285918		p(R_high) > 0.05)	No (R_low > -0.4)
C17orf53	hsa-let-7a-5p	LINC00665		-0.288635732147819	0.0256586429423813	-0.390608502361767	0.00218117601797582		Satisfied	No (R_low > -0.4)
C17orf53	hsa-let-7b-5p	LINC00665		-0.435120866907474	0.000577228256350835	-0.560377882745207	4.82595022836989E-06		Satisfied	No (R_high < -0.4)
C17orf53	hsa-let-7c-5p	LINC00665		-0.258293970547374	0.0465822697409801	-0.450791886635177	0.000346700227712551		Satisfied	No (|R_low|-|R_high| < -0.4)
CDC25A	hsa-let-7b-5p	LINC00665		-0.407001944984718	0.00136328965698241	-0.398499583217561	0.0017444055851667		Satisfied	No (R_low > -0.4)
CDC25A	hsa-let-7c-5p	LINC00665		-0.185996110030564	0.154458443636673	-0.340705751597666	0.00800455488276467		p(R_high) > 0.05)	No (R_low > -0.4)
CDCA8	hsa-let-7b-5p	LINC00665		-0.26524034454015	0.0408455538813118	-0.332536815782162	0.00972963147842139		Satisfied	No (R_low > -0.4)
CDCA8	hsa-let-7c-5p	LINC00665		-0.0383439844401223	0.770635387372852	-0.363045290358433	0.00457880620301502		p(R_high) > 0.05)	No (R_low > -0.4)
CENPA	hsa-let-7a-5p	LINC00665		-0.214170602945263	0.100322530941122	-0.299694359544318	0.0203451487595715		p(R_high) > 0.05)	No (R_low > -0.4)
CENPA	hsa-let-7b-5p	LINC00665		-0.292414559599889	0.023724139486685	-0.472575715476521	0.000164176182676433		Satisfied	No (|R_low|-|R_high| < -0.4)
CENPA	hsa-let-7c-5p	LINC00665		-0.12292303417616	0.34850011506076	-0.420783550986385	0.000902415847199378		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
CHEK1	hsa-let-7b-5p	LINC00665		-0.302361767157544	0.0192145017850518	-0.485301472631287	0.0001037840201363		Satisfied	No (|R_low|-|R_high| < -0.4)
DNA2	hsa-let-7a-5p	LINC00665		-0.147652125590442	0.259496207396099	-0.438066129480411	0.000525399431729251		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
DNA2	hsa-let-7b-5p	LINC00665		-0.285301472631287	0.0274749691443178	-0.503751041956099	5.17911160537256E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
DNA2	hsa-let-7c-5p	LINC00665		-0.246179494303973	0.058169267630104	-0.429230341761601	0.000695088961664875		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
E2F2	hsa-let-7a-5p	LINC00665		-0.357215298941099	0.00508088468930808	-0.270630730758544	0.0368092759330123		Satisfied	No (R_low > -0.4)
E2F2	hsa-let-7b-5p	LINC00665		-0.46402422933388	0.000188195328219483	-0.348819116421228	0.00656272081162723		Satisfied	No (R_low > -0.4)
ESPL1	hsa-let-7a-5p	LINC00665		-0.325423728813559	0.0114874739718434	-0.442511808835788	0.000455159304200947		Satisfied	No (|R_low|-|R_high| < -0.4)
ESPL1	hsa-let-7b-5p	LINC00665		-0.509141428174493	4.19788212995333E-05	-0.535204223395388	1.45157229754411E-05		Satisfied	No (R_high < -0.4)
ESPL1	hsa-let-7c-5p	LINC00665		-0.312920255626563	0.015251175575743	-0.442233953876077	0.000459284724602692		Satisfied	No (|R_low|-|R_high| < -0.4)
EZH2	hsa-let-7a-5p	LINC00665		-0.29503049503396	0.0221130686911783	-0.430619616560156	0.000665474130738814		Satisfied	No (|R_low|-|R_high| < -0.4)
EZH2	hsa-let-7b-5p	LINC00665		-0.261965295458672	0.0431815729758105	-0.518032786885246	2.94768399565774E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
EZH2	hsa-let-7c-5p	LINC00665		-0.214701510183407	0.0994841474614022	-0.461183662128369	0.000244116077053537		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
FAM83D	hsa-let-7b-5p	LINC00665		-0.304084467907752	0.018513241875044	-0.447624340094471	0.000385039141136465		Satisfied	No (|R_low|-|R_high| < -0.4)
FANCD2	hsa-let-7b-5p	LINC00665		-0.387440955821061	0.00238246654967883	-0.493914976382329	7.53639083337284E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
FANCD2	hsa-let-7c-5p	LINC00665		-0.216449013614893	0.0966943228766746	-0.450347318699639	0.000351861737756455		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
GAD1	hsa-let-7a-5p	LINC00665		-0.203723256460128	0.118337736419427	-0.262017227007502	0.0434299110127163		p(R_high) > 0.05)	No (R_low > -0.4)
GAD1	hsa-let-7f-5p	LINC00665		-0.114809669352598	0.381416123793985	-0.222450680744651	0.0876285037164352		p(R_high) & p(R_low) > 0.05)	No (R_low > -0.4)
HMGA1	hsa-let-7b-5p	LINC00665		-0.366712975826619	0.00416270646976227	-0.191775493192554	0.141878263694737		p(R_low) > 0.05)	No (R_low > -0.4)
IGF2BP1	hsa-let-7b-5p	LINC00665		-0.364545707140873	0.00440432420462234	-0.370325090302862	0.00378607840258489		Satisfied	No (R_low > -0.4)
IGF2BP3	hsa-let-7b-5p	LINC00665		-0.258293970547374	0.0465822697409801	-0.261405946096138	0.0439350013115819		Satisfied	No (R_low > -0.4)
KIF14	hsa-let-7b-5p	LINC00665		-0.271075298694082	0.0364917941220379	-0.423617671575438	0.00082732107217806		Satisfied	No (|R_low|-|R_high| < -0.4)
KIF14	hsa-let-7c-5p	LINC00665		-0.211892192275632	0.104056237174152	-0.456126701861628	0.000289935742101165		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
LMNB1	hsa-let-7b-5p	LINC00665		-0.246401778271742	0.0579372883738316	-0.455793275909975	0.000293217359426358		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
MAST1	hsa-let-7a-5p	LINC00665		-0.316421228118922	0.0141030360998414	-0.386162823006391	0.00246829200580539		Satisfied	No (R_low > -0.4)
MAST1	hsa-let-7b-5p	LINC00665		-0.344373437065852	0.00732156190302427	-0.388218949708252	0.00233154309158714		Satisfied	No (R_low > -0.4)
MAST1	hsa-let-7f-5p	LINC00665		-0.254848569046958	0.0496651969142572	-0.30780772436788	0.0170722103613554		Satisfied	No (R_low > -0.4)
MAST1	hsa-let-7g-5p	LINC00665		-0.367324256737983	0.00409672089237441	-0.310808557932759	0.0159819637918278		Satisfied	No (R_low > -0.4)
NCAPD2	hsa-let-7b-5p	LINC00665		-0.30252848013337	0.019145658630298	-0.344095582106141	0.00737145008265166		Satisfied	No (R_low > -0.4)
POC1A	hsa-let-7a-5p	LINC00665		-0.243345373714921	0.0611938252973383	-0.301694915254237	0.0194919974730212		p(R_high) > 0.05)	No (R_low > -0.4)
POC1A	hsa-let-7b-5p	LINC00665		-0.312031119755488	0.0155552871162325	-0.513031397610447	3.60020380004194E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
POC1A	hsa-let-7c-5p	LINC00665		-0.0235065295915532	0.858238737968181	-0.459627674353987	0.000257452640369152		p(R_high) > 0.05)	Satisfied
POLQ	hsa-let-7a-5p	LINC00665		-0.205890525145874	0.114409685901485	-0.397388163378716	0.00180073386131094		p(R_high) > 0.05)	No (R_low > -0.4)
POLQ	hsa-let-7b-5p	LINC00665		-0.447791053070297	0.000382928515620185	-0.4841344818005	0.000108317282722864		Satisfied	No (R_high < -0.4)
POLQ	hsa-let-7c-5p	LINC00665		-0.297026951931092	0.0215321577986077	-0.489858293970547	8.7707471690483E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
PPT2	hsa-let-7a-5p	LINC00665		-0.397277021394832	0.00180645566673442	-0.164323423173104	0.209053777166463		p(R_low) > 0.05)	No (R_low > -0.4)
PPT2	hsa-let-7f-5p	LINC00665		-0.336093359266463	0.00894229964976558	-0.274909697138094	0.0338472306843911		Satisfied	No (R_low > -0.4)
RRM2	hsa-let-7b-5p	LINC00665		-0.402167268685746	0.00156958902387329	-0.425729369269242	0.000775104227447272		Satisfied	No (R_high < -0.4)
RRM2	hsa-let-7c-5p	LINC00665		-0.188830230619617	0.148189316801312	-0.386107252014449	0.0024720855496409		p(R_high) > 0.05)	No (R_low > -0.4)
TK1	hsa-let-7b-5p	LINC00665		-0.304306751875521	0.0184243747353304	-0.431064184495693	0.000656242522191457		Satisfied	No (|R_low|-|R_high| < -0.4)
TK1	hsa-let-7c-5p	LINC00665		-0.152208946929703	0.244954445858843	-0.359488746874132	0.00501708869973579		p(R_high) > 0.05)	No (R_low > -0.4)
TOP2A	hsa-let-7b-5p	LINC00665		-0.224729091414282	0.0843682185590361	-0.438121700472353	0.000524463644735848		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
TOP2A	hsa-let-7c-5p	LINC00665		-0.0931369824951375	0.478065812011286	-0.373492636843568	0.00348107222133057		p(R_high) > 0.05)	No (R_low > -0.4)
UBE2T	hsa-let-7a-5p	LINC00665		-0.224840233398166	0.0842116751500543	-0.368268963601	0.0039965696190546		p(R_high) > 0.05)	No (R_low > -0.4)
UBE2T	hsa-let-7b-5p	LINC00665		-0.387885523756599	0.00235324679500948	-0.52492358988608	2.22742219785788E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
UBE2T	hsa-let-7c-5p	LINC00665		-0.170936371214226	0.191114318941901	-0.403612114476244	0.00150517147450761		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
UHRF1	hsa-let-7b-5p	LINC00665		-0.293248124479022	0.0233145166973449	-0.427541366273078	0.000656280613337501		Satisfied	No (|R_low|-|R_high| < -0.4)
UHRF1	hsa-let-7c-5p	LINC00665		-0.137482634065018	0.294028195548675	-0.40970283003162	0.00115096650158653		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
ZNF695	hsa-let-7b-5p	LINC00665		-0.302139483189775	0.0193066221985271	-0.427507641011392	0.000733472520854091		Satisfied	No (|R_low|-|R_high| < -0.4)
LRRK2	hsa-miR-18a-5p	LINC00467		-0.338149485968325	0.00851301991541322	-0.347874409558211	0.00671791404684715		Satisfied	No (R_low > -0.4)
COLEC12	hsa-miR-19a-3p	LINC00342		-0.195554320644624	0.13408011862352	-0.43728813559322	0.000538661159750484		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
SDC1	hsa-miR-19a-3p	LINC00342		-0.52292303417616	2.41753002323411E-05	-0.507752153375938	4.43277126633736E-05		Satisfied	No (R_high < -0.4)
SDC1	hsa-miR-19b-3p	LINC00342		-0.649847179772159	4.99760031198326E-08	-0.513031397610447	3.60020380004194E-05		Satisfied	No (R_high < -0.4)
TK2	hsa-miR-19a-3p	LINC00342		-0.234762916984548	0.0709905745153026	-0.564712420116699	3.96196644681207E-06		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
TMEM159	hsa-miR-19a-3p	LINC00342		-0.481633787163101	0.000118652737450503	-0.302306196165602	0.0192374965422793		Satisfied	No (R_low > -0.4)
LRP2BP	hsa-miR-130b-3p	LINC00339		-0.312475687691025	0.015402584409843	-0.236843567657683	0.0686159102228807		p(R_low) > 0.05)	No (R_low > -0.4)
MAMDC2	hsa-miR-130b-3p	LINC00339		-0.452014448457905	0.00033286097727877	-0.63450958599611	1.20487327406663E-07		Satisfied	No (R_high < -0.4)
MAMDC2	hsa-miR-19a-3p	LINC00339		-0.149096971380939	0.254823323949303	-0.461794943039733	0.000239052317946346		p(R_high) > 0.05)	No (|R_low|-|R_high| < -0.4)
NAP1L2	hsa-miR-130b-3p	LINC00339		-0.386329535982217	0.00245694262243499	-0.128757988330092	0.325957937403158		p(R_low) > 0.05)	No (R_low > -0.4)
ROBO2	hsa-miR-130b-3p	LINC00339		-0.301806057238122	0.0194455114649443	-0.489802722978605	8.78888332370461E-05		Satisfied	No (|R_low|-|R_high| < -0.4)
CDKN3	hsa-miR-26a-5p	LINC00205		-0.295748819116421	0.0221215464620365	-0.352986940816894	0.00591509235864085		Satisfied	No (R_low > -0.4)
DEPDC1	hsa-miR-26a-5p	LINC00205		-0.363656571269797	0.00450699471382117	-0.353598221728258	0.00582500990753919		Satisfied	No (R_low > -0.4)
DIAPH3	hsa-miR-26a-5p	LINC00205		-0.239510975270909	0.0654877162683873	-0.316699083078633	0.0140152010802895		p(R_high) > 0.05)	No (R_low > -0.4)
DNA2	hsa-miR-26a-5p	LINC00205		-0.40477910530703	0.00145489181389452	-0.354876354542929	0.00564055836490578		Satisfied	No (R_low > -0.4)
